begin,open,close,high,low
2007-07-20 00:00:00,109.0,109.2,111.11,108.01
2007-07-23 00:00:00,109.7,112.0,112.65,108.1
2007-07-24 00:00:00,112.1,109.53,113.05,109.47
2007-07-25 00:00:00,108.5,109.63,109.98,107.1
2007-07-26 00:00:00,110.0,104.18,110.42,103.3
2007-07-27 00:00:00,102.0,102.41,103.83,100.81
2007-07-30 00:00:00,102.65,102.0,104.29,100.33
2007-07-31 00:00:00,103.62,105.5,105.64,102.9
2007-08-01 00:00:00,102.78,101.59,102.91,101.55
2007-08-02 00:00:00,102.54,102.3,103.36,101.78
2007-08-03 00:00:00,103.0,102.28,103.53,101.91
2007-08-06 00:00:00,100.53,100.54,101.41,99.98
2007-08-07 00:00:00,101.59,100.65,102.5,99.98
2007-08-08 00:00:00,101.69,102.8,102.91,101.65
2007-08-09 00:00:00,103.57,99.57,103.89,98.77
2007-08-10 00:00:00,97.6,95.55,97.99,94.31
2007-08-13 00:00:00,96.68,97.39,97.8,95.55
2007-08-14 00:00:00,96.2,96.85,97.37,96.0
2007-08-15 00:00:00,95.07,94.5,95.28,93.23
2007-08-16 00:00:00,92.5,90.51,92.55,89.52
2007-08-17 00:00:00,90.51,94.8,95.18,88.31
2007-08-20 00:00:00,95.25,93.19,96.44,93.1
2007-08-21 00:00:00,94.35,91.4,94.4,89.6
2007-08-22 00:00:00,91.57,93.6,93.8,90.55
2007-08-23 00:00:00,94.89,94.27,96.08,93.51
2007-08-24 00:00:00,93.3,93.81,94.3,92.26
2007-08-27 00:00:00,95.19,95.11,95.6,94.0
2007-08-28 00:00:00,94.9,94.4,95.08,93.71
2007-08-29 00:00:00,92.15,93.94,94.4,92.01
2007-08-30 00:00:00,95.0,94.3,96.0,94.21
2007-08-31 00:00:00,95.5,97.39,97.73,95.05
2007-09-03 00:00:00,97.8,98.0,98.97,97.12
2007-09-04 00:00:00,97.99,97.2,98.25,96.75
2007-09-05 00:00:00,97.51,95.0,97.8,94.9
2007-09-06 00:00:00,95.04,96.51,97.1,95.04
2007-09-07 00:00:00,96.5,94.2,96.6,93.4
2007-09-10 00:00:00,93.8,94.09,94.89,93.2
2007-09-11 00:00:00,94.77,94.92,94.96,94.16
2007-09-12 00:00:00,95.18,94.2,95.44,93.65
2007-09-13 00:00:00,94.73,96.33,96.6,94.11
2007-09-14 00:00:00,96.5,96.1,96.85,95.65
2007-09-17 00:00:00,96.01,94.87,96.19,94.6
2007-09-18 00:00:00,94.6,97.4,98.06,94.5
2007-09-19 00:00:00,99.9,103.77,103.8,99.8
2007-09-20 00:00:00,103.01,102.3,103.29,100.85
2007-09-21 00:00:00,101.54,101.83,102.7,101.52
2007-09-24 00:00:00,102.0,101.85,103.55,101.5
2007-09-25 00:00:00,101.3,98.58,101.39,98.45
2007-09-26 00:00:00,100.0,100.89,100.95,99.42
2007-09-27 00:00:00,101.81,102.15,102.35,100.71
2007-09-28 00:00:00,102.18,103.5,103.69,101.5
2007-10-01 00:00:00,102.8,100.98,102.88,100.2
2007-10-02 00:00:00,102.68,104.89,105.1,102.55
2007-10-03 00:00:00,104.51,103.31,105.8,102.85
2007-10-04 00:00:00,102.81,100.65,103.51,100.23
2007-10-05 00:00:00,101.74,102.3,102.91,101.05
2007-10-08 00:00:00,103.0,103.82,105.19,102.6
2007-10-09 00:00:00,103.57,105.7,106.15,103.01
2007-10-10 00:00:00,106.54,105.73,106.89,104.61
2007-10-11 00:00:00,106.03,107.8,107.8,105.8
2007-10-12 00:00:00,106.14,108.5,108.85,105.52
2007-10-15 00:00:00,109.12,109.9,110.38,108.5
2007-10-16 00:00:00,109.0,109.2,109.8,107.66
2007-10-17 00:00:00,108.46,108.44,108.98,107.6
2007-10-18 00:00:00,108.55,106.75,109.27,106.0
2007-10-19 00:00:00,106.2,107.41,108.35,105.99
2007-10-22 00:00:00,105.01,105.5,106.29,104.35
2007-10-23 00:00:00,106.94,106.66,107.55,106.51
2007-10-24 00:00:00,106.26,105.6,106.94,105.35
2007-10-25 00:00:00,106.3,106.9,108.18,106.01
2007-10-26 00:00:00,107.6,107.75,108.53,106.8
2007-10-29 00:00:00,108.5,106.45,108.93,106.41
2007-10-30 00:00:00,106.45,104.3,106.5,103.63
2007-10-31 00:00:00,105.4,106.48,106.88,104.72
2007-11-01 00:00:00,107.51,106.28,107.78,105.11
2007-11-02 00:00:00,104.5,105.99,106.2,104.0
2007-11-06 00:00:00,105.3,106.7,107.2,105.0
2007-11-07 00:00:00,106.9,106.58,107.4,105.55
2007-11-08 00:00:00,105.3,106.9,107.7,104.92
2007-11-09 00:00:00,106.6,105.25,107.5,105.02
2007-11-12 00:00:00,104.5,106.0,106.22,104.41
2007-11-13 00:00:00,105.93,105.15,106.25,104.8
2007-11-14 00:00:00,106.2,105.41,106.5,104.73
2007-11-15 00:00:00,105.1,105.11,105.49,104.76
2007-11-16 00:00:00,104.8,103.6,104.98,103.2
2007-11-19 00:00:00,103.66,102.25,104.25,102.0
2007-11-20 00:00:00,102.3,101.55,103.14,101.1
2007-11-21 00:00:00,101.5,99.3,101.5,98.85
2007-11-22 00:00:00,99.01,97.36,100.37,96.94
2007-11-23 00:00:00,98.0,99.26,99.27,96.8
2007-11-26 00:00:00,100.5,101.49,102.39,100.06
2007-11-27 00:00:00,100.77,100.15,101.75,98.78
2007-11-28 00:00:00,100.5,101.14,101.7,99.31
2007-11-29 00:00:00,102.5,102.35,104.0,102.06
2007-11-30 00:00:00,102.95,103.74,104.25,102.69
2007-12-03 00:00:00,103.9,103.8,104.58,103.05
2007-12-04 00:00:00,104.0,102.98,104.09,102.5
2007-12-05 00:00:00,103.21,104.28,104.39,102.96
2007-12-06 00:00:00,104.85,103.99,105.4,103.6
2007-12-07 00:00:00,104.8,104.8,105.58,104.55
2007-12-10 00:00:00,104.7,106.99,107.75,104.01
2007-12-11 00:00:00,107.57,108.2,109.51,107.57
2007-12-12 00:00:00,106.7,108.45,108.45,106.57
2007-12-13 00:00:00,107.5,106.0,107.5,105.25
2007-12-14 00:00:00,106.0,104.7,106.54,103.44
2007-12-17 00:00:00,103.6,103.58,104.65,102.17
2007-12-18 00:00:00,103.2,105.44,105.5,103.2
2007-12-19 00:00:00,105.5,105.52,106.4,104.01
2007-12-20 00:00:00,106.09,105.97,106.49,104.6
2007-12-21 00:00:00,106.5,105.69,106.93,105.54
2007-12-24 00:00:00,106.5,105.37,106.79,105.02
2007-12-25 00:00:00,106.19,103.7,106.19,103.0
2007-12-26 00:00:00,103.29,103.62,104.39,102.76
2007-12-27 00:00:00,103.66,103.8,104.0,102.8
2007-12-28 00:00:00,103.25,102.0,103.65,101.83
2008-01-09 00:00:00,101.98,101.85,103.7,100.72
2008-01-10 00:00:00,102.23,103.53,103.81,101.53
2008-01-11 00:00:00,103.54,104.7,105.45,102.86
2008-01-14 00:00:00,104.41,105.0,105.3,104.2
2008-01-15 00:00:00,105.35,105.71,106.6,104.8
2008-01-16 00:00:00,104.2,101.8,104.5,100.02
2008-01-17 00:00:00,102.2,101.0,102.8,99.25
2008-01-18 00:00:00,100.5,98.8,100.75,97.35
2008-01-21 00:00:00,97.0,91.25,97.12,90.18
2008-01-22 00:00:00,86.4,93.0,99.4,75.01
2008-01-23 00:00:00,96.0,90.5,96.89,88.65
2008-01-24 00:00:00,94.63,96.5,96.85,92.82
2008-01-25 00:00:00,98.0,94.3,98.75,93.75
2008-01-28 00:00:00,91.0,89.53,92.98,89.3
2008-01-29 00:00:00,91.86,94.21,94.74,90.6
2008-01-30 00:00:00,93.61,91.99,93.61,90.92
2008-01-31 00:00:00,91.6,87.89,91.99,87.08
2008-02-01 00:00:00,90.88,90.2,92.49,88.25
2008-02-04 00:00:00,92.5,90.8,92.9,90.0
2008-02-05 00:00:00,90.0,87.2,92.0,86.25
2008-02-06 00:00:00,84.0,88.2,88.65,83.33
2008-02-07 00:00:00,88.0,84.89,88.64,82.25
2008-02-08 00:00:00,86.0,83.89,86.8,82.17
2008-02-11 00:00:00,83.93,83.2,84.7,82.05
2008-02-12 00:00:00,84.01,85.39,86.12,83.22
2008-02-13 00:00:00,85.01,85.45,86.1,83.5
2008-02-14 00:00:00,87.0,85.46,87.83,85.0
2008-02-15 00:00:00,85.0,83.4,85.2,82.87
2008-02-18 00:00:00,83.95,84.84,85.5,83.51
2008-02-19 00:00:00,85.4,85.0,85.67,83.62
2008-02-20 00:00:00,83.7,83.09,84.0,82.2
2008-02-21 00:00:00,84.33,83.75,85.1,83.62
2008-02-22 00:00:00,82.97,82.99,83.5,81.85
2008-02-25 00:00:00,82.97,82.94,83.5,81.85
2008-02-26 00:00:00,84.11,85.1,85.3,83.79
2008-02-27 00:00:00,85.7,83.78,86.4,83.4
2008-02-28 00:00:00,83.55,82.95,83.88,82.67
2008-02-29 00:00:00,82.4,80.2,83.16,79.62
2008-03-03 00:00:00,78.2,78.7,79.15,76.2
2008-03-04 00:00:00,79.0,76.5,79.6,75.5
2008-03-05 00:00:00,77.1,78.32,78.48,75.21
2008-03-06 00:00:00,79.39,77.1,79.7,76.62
2008-03-07 00:00:00,75.31,74.86,76.0,74.11
2008-03-11 00:00:00,75.03,78.6,78.7,73.8
2008-03-12 00:00:00,79.7,78.5,80.65,78.05
2008-03-13 00:00:00,77.0,75.9,77.3,75.54
2008-03-14 00:00:00,76.56,76.77,80.15,76.2
2008-03-17 00:00:00,74.9,72.81,75.2,71.11
2008-03-18 00:00:00,73.9,74.58,74.95,71.41
2008-03-19 00:00:00,76.4,74.5,76.9,74.01
2008-03-20 00:00:00,72.85,73.75,74.2,72.2
2008-03-21 00:00:00,74.75,74.46,75.25,74.28
2008-03-24 00:00:00,74.69,77.68,77.7,73.77
2008-03-25 00:00:00,77.98,75.0,78.0,74.12
2008-03-26 00:00:00,74.75,72.98,75.24,72.64
2008-03-27 00:00:00,72.7,72.95,74.9,72.23
2008-03-28 00:00:00,73.52,73.75,74.4,72.57
2008-03-31 00:00:00,72.91,73.48,74.85,72.4
2008-04-01 00:00:00,73.5,75.1,75.31,72.93
2008-04-02 00:00:00,76.8,78.75,79.39,76.5
2008-04-03 00:00:00,78.8,76.72,79.67,76.63
2008-04-04 00:00:00,77.11,77.35,78.2,76.56
2008-04-07 00:00:00,78.0,79.14,79.62,78.0
2008-04-08 00:00:00,78.53,77.5,78.98,77.4
2008-04-09 00:00:00,77.3,78.55,79.4,76.9
2008-04-10 00:00:00,78.21,77.3,78.74,77.09
2008-04-11 00:00:00,78.0,74.4,78.1,74.12
